0;674;1;1;24;866;1;0;1;2;5;1;49;1;0;0;19;0;5;460;12;6;2;3;0;36;1;14;0;4;13;0;440;0;1;1;456;2;0;696;1;0;687;4;538;795;0;4;1;1;12;1;2;22;0;10;0;0;0;0;0;9;5;0;27;1;4;0;0;2
4;0;0;0;71;0;0;1;6;0;0;1;3;10;1128;0;0;4;0;0;1;0;1;1;0;1;0;37;0;0;0;1916;0;1740;0;1;0;0;0;0;0;0;0;1;0;0;1744;0;0;1;0;11;3;8;0;0;15;0;13;2;0;0;2;0;5;0;1;0;5;5
29;9;1;1;84;8;1;8;10;8;8;1;202;10;8;458;0;463;2;8;2;672;0;14;2;11;19;14;0;1;0;22;3;12;0;8;2;1;673;1;8;1;0;10;4;8;16;0;12;432;1;611;404;8;2;547;1;11;517;550;3;1;2;3;6;0;15;1;2;6
32;3;859;1;222;1;655;785;7;7;118;8;30;513;5;8;0;9;406;7;2;20;0;16;13;7;13;55;9;30;4;9;1;7;0;2;1;52;9;1;3;2;1;46;3;0;5;16;809;11;255;25;17;2;3;6;25;7;8;7;3;7;35;0;24;2;18;3;0;861
13;0;0;4;87;0;0;0;94;541;0;160;141;1;25;0;10;0;2;2;15;1;6;2;464;18;1;0;0;0;9;15;1;10;684;4;0;0;5;0;387;557;0;1;0;0;19;0;0;0;1;2;0;14;455;2;404;0;0;13;8;0;1;661;15;1;1;90;895;0
1;4;6;6;205;6;5;30;6;16;43;3;63;31;4;0;1;1;240;3;12;1;1;10;20;22;2;13;549;624;11;10;3;5;2;0;1;501;0;1;12;2;5;8;5;1;5;656;37;0;284;5;0;15;17;0;9;0;1;1;6;694;624;2;542;0;4;2;0;22
0;4;0;0;75;11;0;0;0;0;4;0;86;0;5;0;665;0;1;19;1031;0;793;0;0;636;0;3;6;24;709;7;15;1;1;0;8;11;0;1;1;1;12;2;18;1;9;6;0;0;3;0;0;827;0;1;0;0;2;0;885;6;21;2;5;0;0;0;0;0
976;0;0;670;28;1;0;0;685;34;6;94;78;7;34;2;0;3;1;0;0;1;0;0;58;0;1;1;0;0;0;41;3;21;29;885;0;0;0;0;9;21;0;0;0;1;43;1;0;0;0;7;25;0;9;1;172;988;1;28;0;1;0;26;26;1167;9;56;15;0
3;3;57;0;181;1;38;21;25;5;347;10;44;216;15;2;1;4;118;4;4;7;2;712;9;7;740;721;24;74;8;17;0;10;11;14;2;12;1;2;13;15;6;976;10;3;16;23;28;6;90;2;15;3;14;1;17;0;2;5;2;30;45;19;56;0;889;35;8;50
90;0;11;15;64;3;13;0;507;434;16;1023;69;31;9;0;1;0;12;2;0;3;1;0;651;1;3;1;3;3;2;16;7;6;217;102;4;0;0;1;353;439;4;12;5;2;7;0;3;0;2;0;3;0;263;1;658;20;0;1;1;3;5;78;5;26;5;692;23;17
