0.000000;1.000000;3675.821932;2246.178068;0.000000
5585.341948;0.000000;1025.872772;130.785280;0.000000
0.000002;0.000000;962.791904;4995.208094;0.000000
0.024123;1.000000;2992.813218;3137.162660;0.000000
0.731765;0.000000;3397.370197;2443.898038;0.000000
0.000000;0.000000;2013.759312;3407.240688;0.000000
0.004000;0.000000;3161.982049;2756.013951;0.000000
16.801518;0.000000;4525.581219;1722.617263;0.000000
0.781855;0.000000;1871.862402;3977.355743;1.000000
1.002914;0.000000;4479.660545;1468.336541;0.000000
