0.000000;0.471473;0.000000;2705.551178;0.000352;0.000000;2229.299250;0.602092;13.196007;0.167012;28.815208;7.523842;67.088346;1.591823;710.951385;85.663112;70.701443;0.919994;0.457483
2329.803594;24.999264;2241.665643;0.002594;0.000001;1497.977839;0.232530;8.878353;9.851379;0.000001;5.790802;26.230774;268.971504;27.374863;131.307766;168.329102;0.339715;0.009516;0.234759
1.285381;23.754461;0.311531;3.672666;1.296583;1.012914;16.825308;9.960572;47.689323;1.822050;10.414072;3818.211364;306.781552;9.292154;1510.769942;83.430987;95.908460;6.195166;9.365513
2.697515;33.677839;0.948350;0.974728;1.378972;0.000000;6.027998;4.770819;2751.590627;3.026056;4.177751;95.826834;710.826798;51.479933;809.790729;76.049624;1569.344779;7.894753;0.515896
2.005911;375.664173;2.965328;1.100363;0.221863;1.813014;0.079277;233.817357;0.059873;112.265418;16.214923;15.326491;55.465139;873.583388;1066.749513;76.256591;3.450164;1384.502566;1620.458647
0.000000;8.851316;0.000000;3.232985;0.003129;0.000012;7.589311;5.784569;492.434378;9.110978;22.460160;6.481372;724.985791;57.104385;1432.916836;1527.201009;1067.738645;43.881616;11.223505
1.007055;2.988570;3.643951;12.799753;0.000092;0.141977;18.517345;0.022227;3.851190;0.004961;2736.769588;6.286885;110.596026;1.476056;2807.568451;190.789561;13.495400;2.194389;5.846525
6.997306;1220.741270;5.963979;6.335953;1595.972543;4.020493;1.345911;1480.258426;0.593659;155.333229;0.036731;26.735149;103.144214;603.357664;526.717359;36.333765;4.436886;465.311479;21.363985
7.819020;24.049143;2.645906;0.620045;0.006576;0.999467;3.532388;31.691872;77.955457;8.125851;0.673243;35.065322;3584.837076;30.240475;1249.933847;221.833231;531.131809;27.438840;12.400430
4.675500;913.356382;0.008581;3.129658;15.266486;0.002412;2.062758;652.186425;24.651281;1348.270889;0.035439;5.065939;61.874212;1234.459166;467.526683;13.486111;38.079238;1078.472851;86.389990
