0.000000;1.976712;0.000000;2724.121319;0.023150;0.153114;2517.057822;0.285078;652.331105;4.588613;22.463087
2819.838755;31.497734;2565.742018;0.000620;0.000087;923.992452;143.043230;7.658460;246.504231;0.015267;3.707145
1.915573;69.905476;2.256792;2.178455;10.527200;184.546854;338.480349;8.264674;5293.770743;39.544426;6.609458
1.339670;88.625898;0.024774;0.124293;1.516435;22.006476;2164.963444;6.840564;3827.855458;14.712795;2.990194
2.954764;896.386420;5.377468;1.332032;0.397820;32.087360;141.032331;357.390373;1245.987288;3147.879193;11.174950
0.000000;48.586945;0.000237;4.289882;0.117960;16.876335;3350.687917;9.389948;1882.056170;90.684119;18.310486
2.351746;17.726146;2.121601;13.301633;0.005757;6.037766;520.976921;0.113960;2560.875983;16.956158;2777.532330
10.817035;1404.149078;6.103060;6.923495;2046.908441;52.203261;101.003270;1652.418235;714.449803;270.014018;0.010304
7.810347;113.054339;4.162531;0.796771;0.139276;1552.990025;509.478467;42.403523;3569.545223;48.128038;2.491460
6.934322;1655.921528;0.015463;2.523444;24.368292;13.889579;168.443888;817.616018;751.810016;2507.467872;0.009578
