0.000000;0.418428;0.000000;4028.117117;1753.342882;141.121572
2851.145857;16.565795;2825.438653;0.022385;87.850933;960.976377
1.818957;9.502583;2.854234;15.428731;4334.058669;1594.336826
1.515676;27.228618;0.023602;2.533447;4186.274755;1913.423901
3.377494;554.792808;6.094791;1.175345;2588.518857;2688.040705
0.000000;14.731910;0.030692;15.909867;3202.151070;2188.176461
2.360911;0.118173;2.722790;26.985157;3785.896075;2099.916894
13.462769;2367.598518;8.133532;3.384801;1698.112742;2174.307637
6.604947;37.152132;6.538299;2.945665;3349.631023;2448.127934
8.600781;1637.159164;0.148571;8.008013;2002.377070;2292.706400
