105431.281718;26847.244607;162313.196823;56604.534445;98351.957294;132921.647309;62937.213939;116982.923865
4.590010;241.477892;20.420706;1164.455270;428.462781;69.233206;75.360342;1009.999794
4798.950480;9865.378202;13504.277496;4967.550945;21179.397049;12476.508426;10569.698998;15625.238405
4659.431478;5358.569854;9823.649003;2657.956810;14241.057027;10402.964230;7394.128638;7800.242960
4078.675863;3755.854086;7058.780821;1282.400395;9432.619522;9412.481214;6109.614703;6626.573396
4208.875510;1469.103380;7454.631175;1051.715626;8159.977019;7406.226921;6284.949838;4974.520532
340.810306;5101.036417;2291.429218;1467.535633;6029.255955;2733.654799;2515.808425;5066.469246
888.494106;2906.224718;2973.499964;1005.952479;5617.345823;2364.558295;2331.444365;2554.480251
1097.611764;1792.666217;2433.441973;775.396413;4731.287864;2545.256533;2146.314173;2516.025064
2664.471448;4961.034497;6330.008224;1614.710267;11462.844162;6590.191930;6839.648178;6899.091293
