94875.001113;25825.867724;147508.253067;48996.418747;24250.983007;103822.971556;47983.678742;85061.767675;115919.181335;68145.877035
4.004945;224.636124;14.586832;1129.359456;265.174679;28.322095;37.308029;808.422680;131.440802;370.744359
4125.132476;8758.953702;11560.807203;4854.869943;10874.865849;7617.012468;7441.391391;8996.688345;18536.798477;10220.480146
4144.492688;5012.578764;7704.640043;2601.500806;5844.900085;7065.902877;5012.079813;5484.585314;15085.594799;4381.724810
3673.455025;3562.970218;5690.812799;1225.823551;3471.420089;7077.872967;4155.792160;4455.224030;10634.202814;3809.426346
3651.791759;1303.076727;6310.404414;1006.812206;3286.147472;5169.043165;4846.480804;3275.586357;9328.102473;2832.554623
260.744008;4820.343372;1924.034164;1459.691239;4100.333050;1785.574925;2106.253852;2720.439716;3108.596872;3259.988802
705.334083;2641.827376;2697.668802;925.387943;3214.315276;1383.513490;1834.348103;1507.856656;4047.998189;1683.750084
962.048592;1622.954763;1942.329911;716.287026;2418.755720;1341.045696;1737.207495;1508.608483;4194.116123;1594.646191
2382.367370;4438.178710;5048.610604;1486.857961;5835.405029;3948.450845;5515.153842;4044.808852;10410.261205;4251.905581
