2626;7132;20107;215;4577;1034;194;104;1802;7851;43122;7100;1347;4446;4721;9210;245;2253;395;3928;10182;331;8000;4596;581;500;4639;208;2845;1918;18995;2104;826;132;203;3362;104;6754;2959;473;1033;4206;1391;747;738;962;54720;277;1634;2214;22896;1395;3977;447;10092;1838;14789;437;7670;70;2657;14486;4428;471;3526;172;558;228;372;5872;9224;392;4927;151;19898;5012;215;722;5171;1805;684;454;177;90;560;4347;31;902;147;5437;5144;12764;6856;30;8657;426;1326;8320;3397;8065;13884;6265;35720;214;988;87;8759;9882;1459;404;862;1541;33610;53;566;114;6731;4330;2912;3537;657;771;286;2924;2023;3664;1979;689;510;70;22353;867;173;88;1740;3173;7887;4604;1820;1921;116;1613;264;108;88604;4882;570;437;1017;2907
141;5;1;0;12;0;0;0;25;14;12;5;0;37;3;8;0;82;0;0;10;0;83;27;0;0;21;1;2;0;0;6;0;0;0;4;13;148;12;0;4;6;0;0;0;0;5;0;0;83;0;2;10;1;53;5;1;0;13;0;0;31;0;0;0;0;0;2;0;0;1;0;258;0;16;2;0;0;2;0;0;121;17;0;0;7;327;4;0;51;0;0;0;1;9;42;0;18;4;3;6;49;14;270;0;0;0;5;0;0;0;1;0;0;3;0;44;0;0;20;0;0;0;114;129;4;24;1;350;0;24;0;0;0;0;10;7;79;0;62;0;0;0;0;4;0;0;23;0;0
595;0;1134;0;1076;1;242;0;110;2582;3907;12;2;1445;360;1258;0;870;6;1281;2601;2;1725;410;0;60;1235;25;323;1;922;231;16;8;0;1;4;4363;884;2;296;759;176;2;0;51;3515;6;318;508;1632;187;693;18;1455;310;1073;0;782;1572;14;1521;4;0;23;6;2;91;0;313;487;1;7748;19;1881;905;1;5;58;39;0;188;13;7;0;992;3;5;0;1328;38;709;64;86;1519;36;100;1764;102;1583;2439;1533;4028;104;22;0;633;3191;18;3;3;1;1862;0;143;0;313;107;166;583;0;0;1;1865;73;573;155;12;106;18;2316;1;0;0;8;2113;1504;863;23;837;0;497;2;1;3554;424;0;144;1;45
283;0;610;0;773;0;0;0;48;2169;2057;0;0;509;203;900;0;292;0;3;1865;0;850;145;0;0;836;1;54;0;859;80;9;0;0;0;0;1325;474;0;152;778;29;0;0;4;2921;0;44;189;1736;2;500;5;831;218;1442;0;708;1800;2;809;0;0;7;0;0;19;0;413;468;0;4148;0;1256;622;0;2;215;8;0;163;0;0;0;1096;3;8;0;648;22;682;499;0;891;1;29;1812;65;1510;2018;699;2693;153;3;0;930;3455;8;0;0;0;1619;0;14;0;243;3;9;917;0;0;0;762;23;310;166;1;21;0;1432;0;0;0;0;1371;445;334;11;123;0;252;0;0;2697;460;0;57;0;7
124;0;556;0;681;8;0;0;115;1301;1082;1;1;278;225;1056;0;180;4;7;1552;0;701;100;0;0;853;1;65;0;1135;134;1;0;0;1;0;572;326;0;87;537;38;1;0;0;2336;1;96;172;1080;0;364;8;511;294;1351;0;475;216;3;484;1;0;9;1;0;153;0;128;609;0;2865;5;781;601;1;2;137;9;0;39;4;2;0;949;3;16;0;553;39;1013;331;5;762;5;8;1721;206;1199;1387;501;1676;45;0;0;1012;2260;0;0;0;0;1392;0;43;0;96;0;11;543;0;0;0;711;9;439;247;1;64;5;1014;0;0;1;0;882;407;160;9;106;0;240;0;1;2606;563;0;52;0;3
63;4;445;0;290;2;0;0;19;1407;2474;106;0;167;111;484;0;159;0;28;1083;0;789;134;0;6;593;0;148;2;606;40;0;4;0;1201;0;842;302;175;80;506;15;0;0;10;3128;147;151;140;961;22;198;0;132;70;1009;0;486;0;7;713;7;0;8;0;0;11;0;239;388;0;998;1;984;428;37;3;125;9;0;50;4;9;0;966;3;5;0;498;15;576;156;0;528;0;30;1217;116;1146;723;434;1801;57;0;0;743;1610;0;0;0;0;1209;0;18;0;58;5;32;403;0;0;0;151;4;167;157;4;18;4;470;0;0;4;65;494;268;820;6;29;0;184;0;6;2754;248;0;47;0;1
161;161;218;0;79;2;3;0;14;1341;1143;81;1;247;153;144;0;89;3;17;166;0;562;159;0;65;93;2;14;5;186;37;1;3;0;3;24;1284;177;2;55;334;28;4;0;0;422;7;26;344;209;25;86;13;565;97;211;0;194;2;0;337;0;0;0;1;0;21;0;60;231;0;3865;2;361;623;5;0;117;9;0;115;7;0;0;247;3;9;0;513;8;190;32;6;287;80;43;341;44;335;251;359;820;89;2;0;185;523;6;0;0;0;332;0;48;0;178;17;35;73;0;0;0;857;322;87;28;7;88;2;1670;0;0;6;90;640;100;351;1;548;0;90;0;5;274;191;1;94;1;21
14;125;171;0;74;0;0;0;8;999;1421;154;1;146;33;98;0;33;0;27;304;0;567;27;0;0;91;0;14;0;112;53;2;0;0;3;1;1165;107;1;18;335;9;2;0;0;799;0;18;54;262;33;88;23;275;21;151;0;119;0;0;510;0;0;3;0;0;22;0;28;78;0;2237;0;257;395;0;0;5;2;0;188;10;0;0;297;0;3;0;224;2;107;19;0;170;16;131;366;34;756;379;182;705;107;0;0;72;735;7;0;0;0;414;0;6;0;32;8;45;113;0;0;0;712;4;37;31;0;1;0;759;0;0;0;122;546;50;373;5;358;0;130;0;0;804;50;0;20;0;17
21;19;158;0;49;1;0;0;8;576;963;171;0;159;93;124;0;79;0;11;365;0;229;40;0;3;132;0;10;0;141;34;0;1;0;98;0;955;134;18;31;291;25;0;0;0;955;14;8;69;216;20;103;10;170;18;127;0;63;1;2;538;0;0;1;0;0;9;0;29;157;0;1395;0;522;282;9;0;0;0;0;104;1;0;0;261;0;10;0;333;3;165;8;1;246;3;174;287;14;673;428;193;586;81;0;0;95;809;2;0;0;0;214;0;8;0;17;8;39;204;0;0;0;569;6;41;22;2;9;1;401;0;0;0;100;333;70;520;1;309;0;113;0;0;818;72;0;20;0;7
65;0;421;0;215;0;0;0;22;1484;1797;429;1;347;264;401;0;214;3;50;1153;0;835;44;0;5;560;0;28;0;473;85;0;0;0;884;0;2486;486;23;112;700;103;1;0;0;1695;4;28;183;891;38;140;52;293;183;544;0;294;0;1;1311;0;0;1;0;0;2;0;167;432;0;3931;0;1387;843;4;0;15;9;0;236;0;0;0;602;0;7;0;747;9;566;26;3;501;3;169;844;58;1705;1069;719;1856;188;0;0;337;1653;4;0;0;0;742;0;19;0;64;10;116;1000;0;0;0;1020;46;107;451;2;19;0;923;0;0;0;394;760;291;934;6;355;0;261;0;0;2022;307;0;70;0;2
