8457;7336;4725;9204;632;7152;1171;12356;20608;10772;2750;2908;145;629;2866;2590;4027;248;1275;49793;1314;3929;7737;5868;11239;7252;5429;8683;240;7734;459;9259;436;10572;29661;74650;159;41223;241;1019;689;16326;4874;965;101;523;1108;1778;19913;561;1015;3444;12364;184;22609;136109;224;815;7228;73;527;1027;821;14956;211;1451;470;1154;13644;5507;3827;1543;562;2004;523;11995;15788;1805;2097;2993;2448;1718;3576;324;28444;673;6824;11603;14328;1896
7;16;214;5;0;8;0;224;276;113;5;0;0;0;1;458;12;0;1;14;0;0;131;17;28;94;191;34;0;0;0;28;0;55;45;10;0;0;0;12;0;6;0;256;1;0;25;2;0;0;0;17;16;0;4;6;2;0;4;348;0;0;0;21;0;2;1;0;20;32;16;0;59;7;7;3;1;5;0;0;2;11;39;0;1;0;1;85;15;0
1225;18;1613;1713;50;3;1;6370;9445;2367;183;0;10;0;13;175;1296;0;93;5657;4;21;1841;1240;2575;2249;1126;1957;11;25;330;4071;6;615;3231;6114;0;2517;0;296;0;1648;140;254;1572;5;105;226;1122;1;4;350;2043;0;861;5783;30;3;81;21;4;14;160;3614;0;3;25;0;2548;578;636;1;28;9;1;829;1300;155;376;16;246;13;991;4;1981;0;521;2173;4038;13
468;7;503;1668;0;0;0;2405;4705;1307;43;0;0;0;0;55;12;0;31;3751;2;8;849;870;2279;906;498;1309;0;9;1;2911;0;494;1918;3721;0;2382;0;153;0;1629;4;166;1800;1;8;0;1017;0;0;541;1815;0;607;5291;0;1;366;5;0;0;20;2512;0;1;10;0;1575;166;358;0;0;0;0;674;1392;44;201;10;27;0;577;0;2266;0;687;1208;4093;1
572;5;317;1548;0;0;0;1218;3670;1014;27;0;2;0;2;60;12;0;53;2551;1;8;634;738;2100;735;356;1008;5;13;7;1817;0;243;1367;2160;0;1694;0;94;0;1058;0;213;216;3;32;0;1495;0;0;479;1550;0;775;4502;7;1;236;7;1;6;18;1914;0;0;13;0;1580;118;408;0;2;4;1;825;1541;23;207;3;63;3;404;2;2170;0;176;967;2703;0
242;102;598;1277;4;2;0;1555;1422;249;42;1194;15;0;0;14;34;0;16;2777;0;4;543;340;1527;469;193;1040;5;18;0;1548;236;209;1419;3948;0;1505;0;100;0;437;8;35;1;0;11;22;842;0;0;357;1490;0;505;4689;4;1;167;5;0;2;16;1292;0;0;0;0;915;150;119;2;3;4;9;429;1134;42;161;2;118;128;337;66;1530;0;375;1116;1839;0
141;99;935;806;63;163;0;2188;5445;965;44;5;4;0;9;446;23;0;20;1224;1;1;700;124;397;330;240;799;8;4;16;1601;4;236;552;1323;0;377;0;116;0;243;21;108;1;0;38;26;229;1;0;43;390;0;166;529;4;6;123;5;3;2;18;247;0;7;13;0;347;255;157;0;94;9;0;403;377;54;101;4;22;74;191;11;357;0;91;741;626;0
55;171;934;646;0;134;0;1953;2823;512;53;3;0;0;16;8;31;0;9;985;0;2;220;121;457;179;44;587;0;0;1;1250;0;70;568;1794;0;417;0;19;0;320;11;168;0;0;0;26;100;0;0;64;708;0;112;1403;0;2;9;0;0;2;0;434;0;5;26;0;281;61;36;0;11;1;1;100;152;139;112;4;13;108;131;0;273;0;49;754;964;0
59;199;784;488;3;9;0;1598;1724;419;63;2;0;0;3;12;15;0;13;825;0;1;261;130;384;257;80;590;0;2;0;769;17;31;854;1452;0;314;0;41;0;336;9;74;1;0;8;16;213;0;0;70;548;0;118;1313;2;0;3;0;0;0;35;594;0;3;11;0;330;84;36;0;0;0;108;230;198;177;93;1;2;89;164;12;251;0;56;352;1102;0
186;487;1264;1315;3;0;0;4104;4701;552;158;11;0;0;2;78;73;0;86;2532;0;2;857;246;1222;673;188;1408;0;3;3;1830;8;149;2192;2497;0;1238;0;166;0;907;14;157;0;0;7;29;734;0;0;853;1677;0;383;3072;0;1;18;0;1;7;59;1689;0;7;59;0;888;49;289;0;2;0;876;643;620;179;199;3;21;353;564;6;980;0;278;1112;2391;1
