46156.818534;22446.681314;47158.974398;16795.618388;19882.925986;34788.550889;10322.188775;49820.892201;69905.450172;34866.593660;26510.415172;10488.419746;46123.706977;20018.712223;27502.152385;20799.036388;19434.321764;13858.398026;22258.067018;14747.913267;36675.265575;5738.807246;43530.519718;47926.728323;42855.867579;11776.974275
0.627819;216.397473;2.258361;513.828028;177.066949;13.078506;0.000000;704.915186;17.786054;12.294126;0.056424;0.000000;3.967607;2.060642;21.435615;0.359192;61.692695;0.000568;16.049256;95.367786;864.838451;4.811481;6.282004;78.577183;199.092357;1.156238
2165.233741;8056.776372;2562.191522;1004.762445;9188.586522;2641.345651;0.000000;6964.133734;7199.197536;2534.541769;1800.637163;35.444547;1936.708972;3460.443525;5917.778972;1628.043126;1632.440938;2827.253965;4998.951677;3993.459668;3892.402008;124.208670;2693.851879;8047.811417;7617.782132;63.012048
1874.472973;4645.038005;2113.053144;115.291465;4760.032137;2577.168748;0.000000;4061.473597;4654.542907;1157.770894;1726.545340;12.500475;1808.753547;3653.681163;4955.521022;2474.106528;665.094353;1801.299680;4053.412246;2020.582576;1300.394335;108.619821;2086.763410;5762.564045;3193.698837;755.618752
1706.264731;3251.570388;1797.720226;316.566338;2566.410369;3010.593232;0.000000;3151.932167;3235.895774;870.239800;1180.567728;18.260911;1358.341849;2799.753055;4280.882526;2382.041239;479.327055;217.764256;3282.706415;1575.614516;1241.115649;258.945127;2086.007377;3392.148911;2843.980879;452.349484
1250.972866;1230.275684;2963.042021;429.376615;2993.723743;1732.830414;1191.993093;2434.757286;3658.104091;1492.739701;999.528000;13.503452;1569.350107;2557.801887;2731.417000;1657.747383;316.946514;187.384492;3010.377009;399.329236;1047.584557;95.363385;1255.298345;3331.758863;2182.184583;276.609674
67.917986;4572.508516;187.605872;380.972427;3239.731049;890.052954;2.122811;2157.138764;1265.229859;789.757622;137.908141;1.245906;457.305063;602.832318;551.705296;240.333844;813.416815;340.556519;1662.062098;1648.644934;1737.838598;15.058210;548.051608;1351.541106;1833.732253;50.729431
257.828512;2460.213518;518.097169;250.737505;2644.351483;405.241228;1.168113;1309.899956;1570.376613;873.648091;225.170547;0.146802;737.071637;1100.198579;934.696242;159.493170;520.353334;295.746738;1440.676097;1096.244635;862.447903;4.640611;474.123608;1565.553422;930.767676;3.106811
330.807996;1429.820296;435.528892;150.222257;1902.667550;615.692961;82.893890;1171.217236;1351.894323;620.725038;215.285470;0.016872;777.977427;938.746402;1024.843973;188.852502;427.887197;297.985814;1301.568932;931.164698;707.845664;7.743180;374.825287;1829.594105;919.543230;2.648809
1035.505752;4110.283303;1021.045827;209.579556;4962.594877;1923.601317;874.000702;3312.894201;3406.047407;1376.101780;996.627266;6.362152;1573.699497;2488.854842;2509.951656;775.546261;732.171254;863.539539;3351.316378;1483.705458;1772.772529;53.320025;1156.569512;4606.728673;2743.947310;15.232927
