82083.181685;26686.375956;77634.068452;26486.843431;20747.232653;52437.651548;10322.507326;55709.917250;72595.004601;53278.994632;37050.815903;10387.445232;47488.492302;66742.492974;26162.250837;22890.190598;37805.910911;14001.000948;21879.622761
3.137107;233.422648;4.137826;740.272185;201.827541;10.219320;0.000000;867.871247;30.190635;151.424044;0.167747;0.000000;6.324097;273.488387;20.675179;0.707402;455.762095;0.006509;14.366031
3424.160517;9208.080119;6059.848093;1518.107487;9617.590517;3423.329033;0.000000;7146.824520;9262.192450;8197.177809;2447.590713;32.437673;2926.327677;9899.697195;5958.344463;1881.503347;4229.541613;2832.141625;4922.105150
3392.750352;5229.106437;3552.741703;257.000854;5169.109625;3239.107898;0.000000;3818.745371;8204.859755;3732.439526;2431.688205;11.559473;1730.230761;6710.741353;4932.734080;2646.779519;1498.020492;1801.706424;3978.678172
3090.650423;3744.651450;2705.464820;460.085635;2881.952051;3840.974119;0.000000;3162.385809;5091.324172;3263.732361;1686.289081;16.656826;1441.922326;4713.239660;4245.628210;2615.731269;1354.045938;218.412657;3223.853194
2895.130476;1367.870693;3496.801871;560.114498;3131.788514;2130.398681;1191.994148;2352.099620;5768.803184;2426.597446;1229.634068;12.944586;2012.925594;3554.396229;2734.394963;1939.646419;1057.237824;193.518534;2953.702650
201.121477;5000.586159;854.652212;644.536018;3529.517769;853.372117;2.144073;2460.316019;1690.365528;2067.850058;198.064220;1.392285;945.904778;2455.672965;531.230244;401.887290;1747.704739;338.665014;1621.017037
547.452522;2760.678959;1424.364485;387.702217;2832.729212;571.601068;1.167943;1211.705831;2247.574402;1284.681544;287.389357;0.021248;1208.805419;2086.987983;892.335973;211.104914;970.538854;297.064493;1418.093577
801.826468;1714.099245;1026.022682;312.154926;2079.624551;636.432654;82.916186;1232.524219;2517.682403;1265.650967;277.397276;0.420374;819.018390;1713.972122;962.937626;268.656845;739.189880;298.457398;1289.015785
2086.348194;4655.812619;2199.280757;448.386055;5221.875323;1978.088142;874.000706;3385.577579;6317.189951;3194.772221;1233.824822;5.661458;1585.804060;4565.272406;2531.994951;963.363172;1936.551511;871.697149;3306.498922
