28320.585444;16875.204052;37953.129795;15107.324254;4651.533100;24663.416336;10322.293473;32195.448846;20309.327456;30716.246666;26959.243131;6695.332565;36879.082331;10828.839582;21211.392366;20751.808861;8847.400129;13818.697859;13259.804088;13966.498815;8265.060632;5744.023370;53491.003914;22271.134871;15626.720579;11947.243813;35437.925030;9801.999188;27072.861383;16804.260454;19184.937293;28181.437690;10857.899433;21358.299365;8834.045711;29235.107782;10809.505752;23919.946496;9213.978096
0.005800;0.008123;3.195412;482.779113;215.360227;3.959611;0.000000;581.602697;0.013752;3.682082;0.437072;0.000000;0.682382;0.002692;12.054832;0.001425;22.961812;0.000717;10.527303;65.700711;103.430424;4.228215;6.347196;9.022661;12.181128;1.460771;14.129609;3.690569;28.490856;16.922468;478.455186;9.077955;2.823161;436.667258;0.400231;172.041155;200.634596;110.301754;0.719042
1710.955500;1123.350294;1969.388618;897.787378;6670.695600;1610.860645;0.000000;4811.499725;936.392837;1939.460402;1789.304588;4.593151;702.414898;2934.543591;4710.762379;1546.260107;537.583176;2830.594484;3305.854933;3546.879167;1536.943985;121.070883;5369.531800;3228.607194;1189.117276;63.020682;2913.942034;4056.151005;2615.966661;3422.187463;1408.297684;1798.894355;794.590001;2727.763324;471.630431;5636.717144;5747.790296;5907.979747;397.616561
1556.662103;1071.218160;2058.682675;111.751005;3539.513966;1703.684058;0.000000;2570.729940;478.022105;1071.017038;1594.922435;2.149184;830.917869;3217.526365;3804.032409;2408.004928;161.178744;1800.949875;2348.699409;1867.421064;985.151252;107.600661;2755.403966;1710.183645;1196.557293;766.493554;2425.731561;3279.103491;1151.093647;3193.024687;402.589244;1848.326186;551.581402;845.704175;147.320811;2443.200335;1716.872496;3878.454880;736.523383
1288.092377;587.994765;1924.624391;289.031310;2552.842804;1935.604605;0.000000;2107.320753;678.338541;887.515934;1129.546646;4.401333;732.865563;2487.928784;2878.862371;2154.032310;119.832214;217.062438;1702.114831;1482.169574;591.754006;253.853848;1606.744980;1261.588805;848.676811;459.288073;1417.415049;1990.333100;932.511752;3155.611896;398.138579;2065.923780;472.291055;892.825027;148.991887;2312.568912;783.553668;2682.752934;321.994296
746.914545;234.094349;2521.228533;387.933188;969.171305;1124.658904;1191.993383;1750.571808;713.467924;1360.179810;993.754020;5.441769;904.969189;2127.566069;1923.523367;1244.635916;115.030586;171.631752;1793.621671;331.561862;352.222273;89.660357;2066.570006;871.440750;864.874433;284.028296;1733.520369;1767.798777;1099.690813;2181.619921;394.112471;1063.895087;373.101180;723.199394;74.123837;1700.538443;1291.104597;2133.251729;1333.297318
35.714967;134.010789;73.534986;365.829225;4317.672990;729.794871;2.165625;1556.935516;33.335316;618.473396;142.860528;0.000029;200.641772;349.202709;384.627038;215.108395;322.746323;340.520039;967.098260;1355.560028;711.925475;13.280677;1042.430585;450.475255;412.746835;51.187714;538.208171;1695.092147;805.106013;936.939347;576.959376;387.476594;213.734141;1288.401486;79.030336;1240.783445;1857.780292;1049.274632;49.334679
191.562827;195.283365;306.793836;246.892779;2140.435296;291.653921;1.173553;922.449244;50.821170;847.248667;230.885444;0.000000;366.699028;970.596256;637.497563;144.940520;120.565679;295.659702;827.335693;920.759034;652.735277;3.933093;1452.750511;327.679620;209.978304;4.516340;712.440524;1302.384249;544.654990;937.202533;337.871545;307.667088;175.036123;510.452972;53.595653;518.869671;1622.748731;1245.403351;12.825850
187.846838;166.777867;312.103477;120.478668;1168.984784;456.809624;82.883719;857.768601;47.618791;565.540406;199.749909;0.000033;557.303726;882.021314;728.595577;182.448201;121.602633;294.989430;800.522461;844.205420;479.775978;6.397052;1099.119779;324.459494;149.740864;2.869636;1003.755356;802.540646;484.744599;778.454929;330.582623;266.359588;125.481585;418.695597;56.366163;585.722163;1250.341987;1249.312248;45.028235
598.193349;496.438580;673.169728;194.916176;3296.976176;1348.490620;874.000742;2082.088454;207.329631;1082.571071;942.641708;0.000035;1332.858167;2226.946783;1942.674783;767.184194;78.565917;864.395492;2073.359783;1344.093985;1170.065387;50.497706;2169.731498;835.006402;561.951736;18.059860;2624.126570;1964.101447;1105.651426;2120.995263;591.735131;1014.110367;250.826819;1212.681802;225.064627;1847.425633;3434.381323;3651.151385;87.540244
