128343.771770;38432.714155;219064.732249;103318.000332;155016.379122;118214.402371
5.931259;422.017459;40.970867;1620.633243;702.675969;221.771204
6362.280395;17910.775284;19531.720699;9275.689866;26136.754207;13769.779549
5654.469426;9242.060036;16504.234796;4388.760729;18225.623892;8322.851122
4742.607905;6435.917369;11851.819557;2718.899425;13920.639822;8087.115922
5321.879558;4046.286085;10705.230708;3551.080591;11435.509683;5950.013374
564.940805;8211.432470;3575.496463;3344.389648;6199.989871;3649.750743
1320.979695;5269.711919;4325.143212;1933.118440;5564.702512;2228.344221
1383.579499;3652.212847;3990.780445;1723.305914;4953.385987;2334.735309
3243.045565;9580.765163;10010.537802;4743.006713;13489.096228;6295.548530
