71708.689128;25177.041766;69962.450053;17018.757761;20462.731492;33936.299138;10322.375398;45415.858698;61083.003344;32296.925635;26736.478400;10194.103179;45640.888203;20452.356428;27736.664406;19691.174254;32697.379525;13866.943716;22091.842258;40815.891719;25862.739754;41624.113536;47595.292211
2.999317;224.497929;2.412242;539.335637;186.780087;10.208715;0.000000;662.910667;28.998675;58.901740;0.022091;0.000000;4.489598;6.101688;25.621865;0.152533;312.685618;0.007434;14.758655;153.002549;606.852653;168.674066;4.586239
3081.876468;8770.643861;5372.823244;1093.774063;9452.166935;2413.540024;0.000000;6198.570438;7066.008277;3881.704071;1825.601088;30.134022;2391.257472;3508.317309;6442.983907;1546.038461;3797.939557;2830.907733;4929.083376;5287.709088;2106.039057;7858.998512;3100.883038
3047.566497;5010.162883;3051.693978;176.661001;5012.669733;2516.033869;0.000000;3762.767107;5984.323446;1862.193243;1711.049613;11.363127;1769.103604;3675.243252;5069.022992;2402.789166;1410.539485;1800.656506;4027.075564;3400.483125;645.575077;3542.963834;2448.062897
2725.414744;3568.597598;2421.853759;366.167260;2750.137980;2972.189745;0.000000;2912.259610;3333.511854;1389.788993;1165.034088;16.667383;1468.749947;2823.310519;4300.656541;2319.351811;1226.322919;217.281084;3278.406567;2354.836466;639.842205;3085.952111;2420.666817
2451.726772;1321.276957;3233.209830;432.962357;3076.712711;1718.891328;1191.993659;2306.764560;4152.053143;1085.366946;973.119170;13.341299;1914.334942;2608.028281;2853.051606;1633.406917;953.772924;173.220070;2996.273187;1454.282294;581.170093;2289.660733;1595.380223
145.588937;4842.085416;714.030853;450.853549;3425.593366;869.168510;2.182860;2137.679288;1405.005577;1352.387875;135.948061;1.094612;661.356994;640.859264;565.342112;226.043381;1666.381364;339.545343;1649.005265;1228.513905;855.335414;1574.469126;657.528927
426.738846;2658.359987;1185.007643;281.447095;2773.409339;451.780463;1.175544;1196.158638;1671.352149;982.640581;214.526921;0.022234;1030.254416;1105.295454;919.607003;148.672563;966.863673;296.771297;1434.226831;1000.712317;450.989320;865.118838;580.868847
622.291769;1617.507802;851.595109;155.013687;2021.113708;599.574475;82.901655;1104.312094;1932.103619;850.202899;212.945932;0.002370;815.283160;930.803976;1043.812159;180.228437;748.574333;296.286503;1296.731061;909.214399;396.856531;945.353914;425.290409
1717.271814;4484.674234;1892.778104;270.611739;5110.706692;1764.066386;874.000754;3233.668240;4894.042259;1467.839048;997.637529;5.469738;1494.284231;2492.872814;2731.828428;735.666358;1835.597840;868.242905;3326.599028;2154.702694;814.657520;2788.643568;1406.138079
